loan_amnt,int_rate,emp_length,annual_inc,delinq_2yrs,earliest_cr_line,total_acc,total_bal_ex_mort
13000,13.33,1,85000,0,2914,11,62923
7200,7.89,10,40000,1,8393,22,26728
10000,6.92,1,70000,0,4710,27,178393
11500,16.99,1,25000,0,10158,15,43316
15000,15.41,10,42000,0,5075,35,42786
20000,16.99,3,50000,1,7875,18,41583
6000,8.18,2,53780,0,5805,30,30738
6825,16.99,0,18000,1,7875,12,9298
23600,13.99,10,170000,0,17737,22,160214
14250,16.99,10,34000,2,4528,17,35599
5675,15.61,10,70000,1,4833,28,144176
14000,7.89,1,80000,0,6110,28,17143
12000,10.99,5,50000,0,5563,38,67948
12975,12.59,10,30913,1,10219,16,27658
4000,13.99,3,110000,0,6110,22,14655
5000,9.17,10,110000,0,4283,17,105511
12000,15.61,9,52000,0,4467,14,19106
4500,14.65,3,40000,0,3311,17,7060
25700,13.33,7,80000,1,5624,20,39990
35000,10.99,10,195000,0,8758,34,224052
24000,11.53,1,65000,0,5897,23,64022
28000,9.17,10,87000,0,11649,34,75174
35000,11.53,10,90000,0,8181,17,56158
26700,12.29,4,71000,0,5379,24,183610
5000,8.18,3,38000,0,6080,21,19498
14400,7.89,3,200000,0,6355,10,36286
9000,9.49,3,39000,0,4283,21,30966
10500,8.38,10,43000,0,4802,8,21022
12800,18.25,10,95000,0,3614,31,115097
10150,18.25,2,85000,0,4649,18,44230
17825,12.05,10,110000,0,8546,41,39785
16000,8.18,10,90000,0,5228,41,67782
27675,17.86,2,80000,0,4710,43,79414
28000,10.99,10,115000,0,8301,31,95526
9000,14.99,4,79800,1,7389,25,50576
15000,8.18,10,130000,0,7144,35,61101
25000,14.65,10,88000,0,6324,19,56205
11000,20.99,2,48176,1,5075,33,12016
9000,7.89,1,65000,0,5440,20,13904
20000,14.65,1,166000,5,7297,13,36827
28000,5.32,1,140000,0,4710,21,22522
1600,11.53,10,62000,2,15637,34,107749
8500,13.33,1,50000,0,5928,31,37654
24000,13.99,7,72000,2,4894,41,46224
16000,18.99,10,60000,0,4314,18,48391
12000,10.99,10,120000,2,4163,32,52940
15000,7.89,6,55000,0,7541,15,25605
7200,6.24,4,47000,0,5137,39,93829
15000,8.18,2,35000,1,8727,18,29978
8000,11.53,10,50000,0,8727,28,32903
28000,25.99,10,98000,0,4557,20,40367
2000,13.33,8,52339,0,8819,21,29070
5000,13.67,1,48000,0,4132,14,11093
25000,13.99,10,59000,0,7663,21,40348
25000,9.99,7,80000,0,7632,40,124634
5825,15.61,0,31200,0,4680,16,8501
30000,13.44,10,70000,0,4680,22,28189
5000,14.65,8,30000,0,3461,20,13046
28000,6.39,10,199000,0,10311,42,71984
35000,9.49,10,130000,1,7906,17,34790
21250,15.61,10,150000,0,8574,36,150881
10000,9.99,10,72000,0,5075,31,93251
7500,11.53,10,210000,0,7663,44,57648
10000,9.99,10,52000,0,8636,22,46182
14050,8.18,10,73000,0,8515,28,17949
16000,6.24,10,73000,0,9915,24,19161
30000,20.99,9,95000,0,3188,28,129396
25000,6.39,10,98000,0,6141,40,51987
14050,17.57,10,37568,0,5106,36,40745
24400,19.99,10,55500,0,4619,25,42589
25000,8.67,2,97500,0,7663,35,80153
28000,6.92,1,120000,4,3280,48,73615
14400,12.69,2,40000,0,5259,53,51941
24000,12.69,10,53000,0,16733,21,74584
23175,19.99,4,61000,0,6567,23,29821
10000,7.89,4,23000,0,5471,19,37441
10000,16.99,9,52000,0,3461,26,61703
2000,9.17,10,54000,0,11649,24,2432
35000,8.67,1,100000,0,6445,46,44066
8400,16.99,5,20000,0,1819,8,18283
14400,7.89,9,98500,1,7844,24,45882
25600,13.99,6,92000,1,7389,20,38132
5000,9.99,10,34000,0,10616,25,21484
27125,8.18,10,59000,0,6233,10,32893
17000,12.29,8,85000,1,11558,24,63113
25000,12.29,2,100000,0,7541,28,39155
8450,6.99,10,67000,2,6324,16,16312
35000,7.26,10,170000,0,11802,32,195639
16800,14.65,10,94000,0,6018,37,127767
2000,16.55,10,78000,0,5775,31,159422
1000,15.77,1,31999,1,4283,16,17211
9000,8.19,6,70000,2,5471,26,35983
26875,18.99,9,80000,0,4863,27,34370
25000,5.32,9,155000,0,6567,21,32039
9600,14.65,7,35000,0,5137,13,24919
20000,12.29,6,62000,0,9246,45,72341
6000,12.69,5,49058,0,3918,11,43991
25000,9.17,8,130000,2,8362,28,20623
12000,13.99,1,74000,0,2883,9,51863
2000,12.69,1,57000,0,4710,45,111389
13000,13.99,2,43000,1,5775,33,58079
8950,10.64,5,50000,0,6932,17,44446
23100,18.49,5,55000,0,5989,34,23342
25000,10.99,10,105000,0,2671,8,49287
6000,15.61,0,28428,0,5318,29,19360
33750,23.99,5,75000,0,6963,17,43432
28725,12.29,10,88000,0,8271,37,73134
20350,19.99,2,90000,0,8181,58,208040
14125,21.67,9,45000,0,8727,38,47430
20000,9.17,9,90000,0,7297,24,15064
30000,11.44,1,250000,0,3402,34,131674
20000,7.26,1,137000,0,16094,15,18214
35000,14.65,3,83000,0,2914,21,52829
19475,20.99,6,52000,0,2396,11,61640
3625,17.86,10,32000,1,11131,25,45500
10000,6.24,10,130000,0,5106,35,81431
10000,12.39,10,24000,0,5867,28,33315
15000,6.92,10,48000,0,7236,26,37636
3000,14.65,5,28800,0,6993,31,6089
7000,11.44,2,95000,1,2853,24,91862
25000,13.99,7,75000,4,6141,49,63099
15225,25.57,10,45000,1,7144,26,53041
6000,5.93,4,180000,0,6263,28,48455
24000,10.99,10,79000,0,4741,30,67003
19200,11.53,10,63000,0,6233,21,64493
35000,19.99,10,230000,1,5471,46,198436
28000,5.32,0,138000,0,10554,24,57032
12000,9.99,9,124000,1,4772,22,31932
35000,23.99,10,70000,0,4680,29,88960
12000,11.53,1,70000,0,2245,16,33233
27000,5.32,10,112000,0,8301,43,61903
6000,12.29,10,80000,5,5137,19,39228
30000,10.99,1,90000,0,4741,38,229218
13500,20.99,3,27000,1,3767,18,35934
3000,12.69,10,36000,0,3006,10,23707
25000,17.86,10,81000,0,5287,18,61447
22250,13.33,8,53000,0,5836,31,25838
18400,27.31,1,40000,0,1758,9,19999
11900,12.69,10,85000,4,6445,18,76478
15000,18.25,2,43000,0,5775,13,23275
12000,9.17,5,113500,1,7967,27,54436
20700,11.53,6,45000,0,8271,20,48998
13000,5.32,0,50000,0,13110,24,21060
5000,11.22,1,25000,0,1422,14,38970
8500,9.99,8,152000,0,9885,15,77435
16000,18.25,3,78000,0,5989,15,20696
28000,9.17,10,110000,3,7906,40,71722
30000,12.29,0,84660,0,6141,20,29804
12000,12.05,5,42000,0,3523,13,17240
35000,11.53,1,170000,0,7024,52,158692
2000,12.69,10,53000,0,4283,23,41936
20950,14.31,0,50000,0,13263,36,29784
24200,20.99,5,55000,0,3798,35,104673
10000,13.33,10,120000,1,4710,16,138350
16000,12.29,6,85000,0,7236,32,32012
35000,16.99,1,115000,0,8940,34,163345
12000,7.89,5,235000,0,8209,35,175658
7500,12.69,4,58000,0,3676,24,34380
35000,20.99,6,127000,0,8424,33,93956
8650,12.69,1,30000,0,2549,12,28259
11500,12.59,2,54349,0,4619,31,92419
20000,14.31,10,75000,2,7113,46,75660
4750,17.86,0,51000,0,3372,8,9315
4000,13.33,10,70000,0,10524,14,50468
7000,12.69,2,80000,1,2518,16,74527
10000,7.89,10,47000,0,9915,25,26101
12000,5.32,10,72000,0,5440,33,44223
10000,12.59,10,50000,2,7205,25,31891
8350,7.89,1,46800,0,4010,29,32948
15000,6.24,2,110000,0,6049,56,209078
7525,19.99,10,64440,0,6383,18,17056
21000,19.99,10,90000,0,4041,28,53962
16800,11.44,5,65000,0,5471,30,39935
10000,11.53,8,38000,0,4619,10,9385
12000,9.17,2,102000,0,5075,25,57822
22025,19.19,6,125000,0,7694,33,58197
8150,19.99,3,30000,0,4436,31,36683
9600,9.17,10,60000,0,7236,21,19877
35000,25.99,5,185000,0,16975,12,15136
19475,18.55,2,51000,1,6720,35,73861
20000,10.49,1,42000,0,4344,22,70371
24000,7.26,0,58000,0,13354,24,40230
16500,10.99,1,37500,2,6414,11,21204
6000,12.69,0,35000,0,2184,13,21304
22000,5.32,10,90000,0,5593,23,18469
3800,9.17,3,95000,0,7144,29,94265
14000,12.69,1,28000,0,7419,17,12665
12000,12.69,9,55000,0,7266,63,45225
3000,15.41,0,39200,4,10585,19,4142
20000,7.49,3,158000,0,5410,27,61296
10000,7.26,4,45000,0,4741,13,16481
16100,12.69,5,35000,0,4802,18,29715
20000,6.24,10,245000,1,10585,49,20092
8000,6.24,5,80000,0,4497,31,127207
2000,8.18,5,67200,0,3614,20,41940
12000,17.86,2,24000,1,1911,11,7885
16000,12.69,2,90000,0,3645,24,54010
11200,11.44,5,65000,0,7602,28,49324
12000,8.18,10,80000,0,8089,27,51621
3500,17.86,0,9736,0,5075,27,4877
5000,15.61,3,28000,0,2641,6,18461
6500,10.99,0,49392,0,9032,37,45433
25625,6.68,10,67000,0,6871,14,64322
17500,5.93,10,128000,0,9854,45,166413
7200,7.26,2,33000,0,5928,40,25332
11000,18.25,1,31200,0,5379,28,65373
12000,22.99,4,253000,0,10280,39,181848
5150,12.59,10,57600,0,6355,13,6436
20000,15.61,7,103000,1,11619,35,77282
9800,13.99,1,35000,0,2153,17,46550
7000,5.32,3,35000,0,4894,19,12437
17600,17.86,8,40000,0,6598,12,33311
14000,15.61,10,40000,0,4802,19,35870
15000,13.99,3,50800.01,0,3492,17,35904
6000,13.99,10,150000,0,10188,42,35930
3600,9.99,0,81600,0,7936,54,58898
16800,16.99,4,56000,0,7663,28,37760
21550,15.61,6,49000,0,4741,35,84768
10000,19.52,0,30000,0,4163,34,174269
12000,5.32,3,85000,0,8850,57,78540
15250,18.55,10,63000,0,4102,24,34693
11000,7.89,0,126000,0,16032,60,92669
6000,12.29,1,27350,0,4283,19,13495
21000,20.99,10,54000,2,8727,15,43792
7000,9.99,8,55000,2,6475,16,58795
9000,12.29,3,40000,0,6324,30,34975
24250,13.99,1,65000,0,4163,31,90808
20000,11.53,3,80000,0,2457,25,49109
27600,10.64,3,75000,2,12929,44,179168
35000,21.99,4,180000,0,7205,30,289423
30000,17.86,5,71000,0,7450,32,52262
10000,9.99,10,45000,0,6018,12,20846
8625,16.55,10,37000,1,6720,16,23468
20000,17.86,7,100000,0,10463,25,60977
12000,13.67,7,115000,0,5198,20,40988
11000,9.17,10,140000,1,5075,31,89890
24525,15.41,10,70000,1,5836,25,59849
5000,11.53,0,48000,0,8605,23,30724
20000,15.61,10,55999,0,6294,16,14307
24375,11.53,1,75000,0,5075,56,114755
24000,13.99,7,130000,0,11254,33,74655
20000,7.26,10,98500,1,8393,24,51226
18350,18.84,7,54000,0,7816,17,26795
3000,15.61,5,49000,0,3006,7,29165
7200,12.69,1,22000,0,7755,16,10922
7500,12.29,1,30000,0,4772,12,47691
12375,17.86,10,59712,0,5106,13,45706
16000,14.65,4,80000,0,6324,19,30878
21000,10.99,3,126000,0,11162,24,103567
13050,11.53,3,103308,0,7054,19,177758
10000,13.99,2,90000,0,16063,14,124970
13500,6.89,1,85000,0,4984,31,41872
17775,9.99,2,38800,0,8059,9,19382
6000,12.99,3,60000,0,4588,17,16596
21600,19.52,1,53331.2,3,5744,13,73792
5400,10.99,10,70000,2,5379,29,76114
2500,17.57,10,85000,0,14084,13,106929
24000,11.99,8,100000,0,2365,7,16751
21000,5.32,9,125000,0,10432,30,70006
10000,11.53,3,39000,1,3584,11,31076
9000,13.33,10,22000,0,4741,45,12573
20000,11.53,0,87000,0,6414,33,62503
11000,8.18,8,61000,0,6720,23,12239
16350,12.29,0,44400,1,7419,23,28845
15000,6.24,10,90000,2,7450,29,43476
35000,12.69,10,125000,0,4863,26,66630
3825,17.86,0,12816,0,4375,7,8730
7000,12.29,4,35000,1,5349,20,17290
18000,7.89,4,45000,1,4497,11,12089
12000,13.18,0,72000,0,12380,31,36397
14500,18.54,8,202000,0,4984,25,49858
12000,12.39,8,112899,0,6049,47,93541
18000,7.89,9,85000,0,7389,24,56916
9600,13.33,5,33000,0,4710,32,19216
5000,16.55,0,19272,2,4191,16,3085
7200,6.24,10,87300,0,4253,36,27701
4450,20.49,5,30000,0,1758,10,2641
11700,17.86,1,28000,0,4436,19,34422
24650,17.57,7,65000,0,6049,17,18959
8000,15.61,6,45000,0,1545,11,47562
12600,14.65,1,30000,0,5106,10,17989
6000,10.99,0,73239,0,12258,38,79856
8000,9.99,4,55000,0,5045,22,20956
15000,7.89,1,60000,0,8636,22,31444
3600,13.33,2,32000,0,4680,27,53407
3000,9.99,2,60000,0,6628,18,42250
35000,19.19,10,70000,0,9854,43,59650
9450,16.55,10,60320,0,6963,30,80532
6600,21.99,0,19474,0,5410,23,5125
5000,11.53,0,50000,0,9823,16,19383
18000,15.59,5,95000,0,3645,20,49025
9525,11.99,2,65000,0,7144,20,36829
9575,15.41,9,40000,0,4102,36,33539
15000,18.99,10,53000,1,5198,97,24708
10000,14.65,0,40000,0,7389,19,32694
28000,13.18,10,100000,2,11680,23,67228
10000,10.99,4,65000,0,4922,11,49762
24850,19.99,10,56500,0,4253,21,48844
15000,11.53,1,111000,0,3036,7,39717
14400,21.99,7,28831,0,7875,9,14143
20000,20.99,10,65000,1,10889,29,69163
35000,21.99,3,85000,0,8332,24,30877
4900,12.69,10,100000,0,9336,34,32217
20000,11.99,8,52000,0,4894,9,15649
9000,12.29,10,75000,0,7816,37,41750
28000,14.65,7,91000,0,4863,26,59608
14350,22.99,9,42000,0,5259,18,30002
13200,8.67,1,56500,0,5502,21,53778
8000,13.33,7,42000,0,6748,44,124953
16800,10.49,3,110000,0,5652,17,32991
18850,8.18,8,41000,2,6263,31,27442
10000,15.61,5,63000,0,5287,19,65228
7000,10.99,4,70000,1,4253,22,65216
13225,19.24,10,60000,0,5593,28,37115
7625,17.57,7,60000,1,5683,15,51660
2300,6.24,4,19000,0,2549,12,2635
30000,25.83,4,75000,0,8574,39,54880
5000,9.17,10,45000,0,6202,21,8552
5000,11.53,10,35000,0,5989,16,12030
30000,6.89,5,89500,1,5805,36,86737
24000,9.17,5,98000,0,6324,46,58746
15000,7.89,2,45000,0,2945,12,43722
1600,14.65,2,80000,0,10463,38,65216
20000,10.99,10,75000,0,8332,27,37968
27975,21.67,10,97000,0,4619,28,53423
6700,13.33,5,51000,0,7541,33,56899
12000,7.26,7,85000,0,11162,25,78045
20000,12.69,3,49330,0,3826,10,33569
21000,12.05,2,45760,0,3036,15,32995
12000,11.44,10,147000,1,4497,20,82277
8000,13.33,1,51000,1,3979,37,114748
12000,10.99,3,50000,0,6689,18,19709
14000,7.89,1,130000,0,3798,23,15340
7500,7.89,1,48000,0,2276,6,16535
15000,6.49,6,40000,0,7602,20,31115
27650,18.84,1,63000,0,4953,52,86160
10000,10.99,10,92000,1,4772,24,83458
20125,18.25,10,48000,0,5287,24,28231
20000,7.89,10,110000,0,7479,24,80026
7000,13.99,10,120000,0,4253,18,80946
9000,11.48,4,65000,0,4710,12,30459
15000,19.19,7,52000,0,4132,34,61963
15900,13.67,10,130000,2,4163,27,48138
17000,12.29,5,58500,0,5897,35,55037
35000,17.86,0,156000,0,12319,25,108040
7000,7.89,1,30000,0,4283,30,19322
11000,9.99,5,65000,0,4102,19,23713
15000,18.55,8,75000,0,4163,35,39885
20000,13.67,10,75000,0,4344,31,46848
2350,13.99,1,35000,0,2610,7,6534
12000,18.25,1,35000,0,2580,9,14142
25000,6.89,1,135000,0,3249,13,28324
17600,19.19,9,47000,1,8697,21,44764
8000,12.39,10,62000,3,8240,48,51703
16000,13.99,8,74500,0,1788,10,51756
30000,16.55,3,69000,1,5287,28,85991
30000,8.18,1,120000,0,6932,39,104825
6500,13.99,1,62500,0,3798,18,14710
20000,13.33,10,78000,2,8393,20,17453
12475,15.41,10,48000,0,10035,35,33455
14000,16.99,1,145000,0,7085,29,95469
20000,14.65,8,47000,0,4528,25,12474
11175,17.57,2,32000,0,8546,23,20854
15000,10.64,10,93811,0,5897,28,21129
7000,6.24,10,55000,0,10250,43,92780
21000,10.99,9,65000,1,5379,24,35035
22800,12.29,9,135000,1,13019,64,29294
4800,11.22,9,48000,0,4894,33,40058
18000,19.52,1,45000,1,6567,28,37586
19200,25.78,8,45760,0,12138,43,44220
30000,11.53,3,120000,0,1575,11,41074
20000,8.19,4,112000,0,7541,44,43122
19000,7.49,10,74000,0,6901,31,56477
10000,12.05,10,45047.66,0,6932,21,34764
20000,14.65,5,125000,0,4314,6,13540
9675,16.99,10,28500,0,4710,8,8104
11000,6.39,8,48000,0,5836,52,80874
16000,15.61,4,45000,0,3918,17,7767
10000,13.33,8,26000,0,4557,10,14782
13175,13.33,0,26364,0,10035,13,18462
8000,6.89,7,78000,0,4741,33,32380
30000,17.86,10,425000,11,6018,38,87691
35000,11.53,1,143000,2,7663,24,64017
12000,28.49,2,78000,0,3767,11,21106
17000,18.25,2,91011,0,6141,28,74994
11000,7.89,10,39000,1,6202,37,12009
22500,9.17,4,66500,0,4649,17,18005
7000,13.33,4,63000,0,6779,36,43348
15000,6.39,5,93077,0,3158,35,65444
35000,16.55,4,101000,0,4984,21,121181
20000,10.99,2,100000,0,2792,21,41249
16000,13.33,10,58000,0,6171,67,37554
12000,6.92,4,80000,1,9185,29,32646
12525,24.5,8,42000,0,13080,20,12596
8750,14.65,10,48000,1,5349,32,56057
18000,11.99,10,81000,0,10919,29,65775
24000,13.99,10,160000,0,9458,44,99095
15950,13.33,0,65000,0,7541,28,29965
5000,9.17,10,50000,0,12929,14,31786
4800,9.17,10,86000,2,8605,24,68267
12750,12.29,5,50000,0,4132,21,26378
6400,11.53,9,70000,0,4922,26,40453
2000,13.99,10,77000,1,5867,31,85997
10000,9.99,1,50000,1,3767,25,36190
12000,13.18,10,100000,0,8332,24,42979
35000,19.19,7,115000,0,6202,41,101306
16000,7.89,0,80000,1,16063,21,78940
6000,11.53,10,38000,2,9976,10,3437
25000,7.89,3,96000,0,4314,34,57762
5000,12.59,4,36000,0,4772,15,2424
15000,13.99,1,145000,1,2215,23,135005
12900,8.18,2,55000,1,4344,20,19411
9500,6.89,10,42000,0,9823,21,23154
30000,7.89,5,143000,0,13263,30,51300
28800,13.18,10,108987,0,6233,25,70276
3500,6.89,10,50000,0,6506,28,1247
4200,8.18,0,36000,0,12168,47,13301
7200,12.29,1,44400,0,8028,17,56469
20000,9.17,1,60000,0,6049,36,79292
16500,6.89,6,88000,0,5714,24,65152
5000,7.26,10,44444,2,7755,28,7173
6500,14.65,2,35000,0,2153,18,41565
15000,5.32,4,130000,0,6445,17,23090
15000,14.65,10,76000,2,9216,31,55086
28000,7.89,7,70000,0,5744,15,7823
1800,11.22,10,80000,0,9185,5,2244
6925,14.65,2,43000,0,6141,18,16768
9000,10.64,5,60000,0,5379,18,35319
15300,19.19,10,45000,0,14298,25,34715
19200,6.99,1,125000,2,6840,39,125101
18000,11.49,1,80000,0,2580,9,54842
15000,9.49,1,62000,1,3372,19,6423
25000,13.67,8,170000,0,8393,29,93005
30000,13.99,2,150000,0,6445,44,58816
5600,10.99,2,44000,3,5106,16,44079
8000,6.92,0,29000,0,8059,22,32377
17025,15.41,1,72800,0,5045,51,50423
12000,7.49,1,48000,0,10797,36,28830
4000,12.59,5,14400,0,2457,10,55145
15000,7.89,10,115000,0,5775,42,68015
12800,15.41,1,79000,0,9550,22,88700
10000,11.53,2,40000,1,11649,14,8640
18000,11.53,10,74000,1,6475,32,7749
35000,21.67,8,170000,1,8911,53,90208
16000,12.69,5,65000,0,8028,21,40613
19000,7.89,1,98000,0,10219,34,82312
22500,17.57,1,45000,0,5410,23,26337
25000,9.76,8,95000,4,11802,50,87610
10000,14.65,10,70000,0,3949,34,14850
18000,19.19,4,45000,2,1819,13,35783
4800,12.59,4,55000,0,4953,45,59711
10575,8.18,1,115000,0,10981,37,506933
20225,18.25,1,46000,0,5836,45,127564
12000,13.18,10,70000,0,4802,44,91235
5000,14.31,10,29300,0,5228,13,10281
12000,8.18,1,70000,0,6659,21,25739
25000,15.61,10,89007,0,6171,31,83868
10000,14.65,6,30000,0,7632,26,91120
10000,10.99,10,70000,0,7113,23,16005
25600,7.89,2,185000,0,9823,32,178296
5000,13.67,3,20000,0,2092,11,11077
10000,15.41,7,50000,1,3918,15,6888
11000,9.17,2,72000,0,4802,27,218673
9600,9.99,0,43000,0,6779,21,5761
15000,13.66,10,65260,0,6233,23,26453
8000,7.89,9,28000,0,12564,21,4211
20000,8.18,10,135000,0,7571,45,93531
20000,25.99,6,85000,1,11042,9,19797
25000,7.89,8,150000,0,5714,35,71203
17475,9.99,5,38000,1,3127,22,33951
6250,13.99,2,93700,0,4863,45,27480
4800,12.99,6,29000,0,5075,20,19134
9125,16.49,8,40000,0,6840,20,16806
6000,9.99,10,45000,0,3188,5,5201
5000,6.03,10,110500,0,6383,31,64368
4000,13.33,0,22000,3,11985,27,12188
7000,9.99,2,52000,0,4649,43,129985
35000,8.18,6,140000,0,6018,16,75174
8000,10.99,10,50000,0,4222,12,12561
12075,16.99,1,48000,0,5897,21,35209
5000,14.65,0,12039,0,4071,9,3830
10325,17.86,5,70000,0,7571,35,20460
28000,5.32,10,144000,0,13446,29,191477
15000,12.69,10,60000,0,5287,23,81099
14000,12.29,10,40000,0,6748,25,29368
6000,9.17,10,60000,1,6567,12,19563
25000,8.18,10,85000,0,10981,50,78869
15000,17.57,10,40500,0,4344,19,55390
20500,12.69,8,46800,0,3918,17,32441
35000,8.18,10,450000,0,9305,29,81794
35000,11.53,0,469428.89,0,11924,9,41317
15000,9.17,10,75000,0,6202,23,46603
7925,18.25,4,35000,4,4772,13,24815
3000,13.66,4,43000,1,5440,50,175375
15000,8.19,1,105000,0,10219,31,48901
9000,11.53,6,43000,0,5928,21,42051
20000,14.31,10,65000,0,7936,30,55553
12000,8.18,10,100000,0,7085,29,30304
24000,10.99,4,150000,0,17128,22,66164
12000,8.18,1,72000,0,3219,29,35810
10850,9.17,1,38000,0,3280,7,13032
7200,13.33,9,22000,0,5958,40,32746
25000,11.53,5,70000,0,9642,20,42169
15000,12.29,0,90000,1,9823,35,63148
7775,17.57,10,48000,1,6141,22,11819
2400,14.65,1,41163,0,4071,5,18329
12000,7.89,8,100000,0,6294,29,20111
20000,13.18,10,65000,0,4863,30,22448
27800,9.17,5,97000,0,6963,26,51583
24950,18.84,5,50000,0,3645,31,66646
12800,15.61,8,163000,1,8454,32,160981
6025,13.33,3,37000,0,3737,23,88874
25000,13.67,9,50000,0,4922,23,59446
20000,14.48,10,69000,0,6414,28,47802
20000,9.99,10,86341,0,4283,24,43677
4000,13.18,1,34500,0,1453,8,39845
27000,14.31,7,62000,0,3706,21,61481
11000,8.38,1,43000,0,11741,21,21188
35000,13.33,10,105000,0,9002,29,99004
24475,13.33,10,85000,0,4772,19,41154
7200,13.18,0,46000,0,13872,20,24797
20000,16.99,10,115000,1,9550,28,63719
19000,13.33,3,74000,0,7510,38,25788
7000,15.41,4,96000,1,4041,6,2403
25000,13.33,0,70000,1,7389,30,25775
9500,14.65,10,200000,2,7024,11,31690
6000,7.89,10,42000,0,4680,22,26285
15000,14.99,5,107000,3,6110,49,23188
22200,13.99,4,73000,0,7510,10,19762
35000,15.61,0,140000,0,7358,22,47544
10000,9.17,10,50000,0,5502,13,11197
20000,7.89,10,185000,0,9946,33,29223
8300,13.99,10,115000,2,6536,29,2672
24000,14.65,8,80000,2,5532,31,43568
28000,7.26,1,120000,0,5805,31,63809
11200,12.59,2,43000,1,11468,27,54520
12000,15.41,1,80000,4,4253,21,17596
6000,12.69,5,65000,2,12258,25,32813
24775,16.99,10,55000,0,4984,17,46887
5000,6.68,10,42000,0,6414,39,10140
35000,12.69,10,87700,0,5045,16,30283
9000,7.26,9,65000,0,4772,35,75017
14250,16.99,1,32400,0,2914,11,9344
15000,11.53,6,225000,0,5836,37,47583
15000,16.99,3,80000,0,13538,20,26511
14400,8.18,3,69000,0,8301,41,82083
25000,12.69,10,63829,0,5624,8,55141
12000,15.61,10,93000,0,3219,11,29751
20000,18.84,10,100000,0,7236,29,23407
22000,13.99,4,59000,1,9277,25,37883
3600,19.99,10,54000,2,2215,14,19515
15000,5.32,10,67500,0,7844,53,15763
28000,14.65,3,96000,0,4222,12,29581
25000,7.26,10,140000,0,9305,30,78623
30000,13.67,3,90000,1,5775,30,8445
14400,13.99,10,60000,0,7936,42,32904
11000,7.89,2,33000,0,4102,19,45862
10000,12.99,10,35000,0,4557,27,29594
21225,10.99,10,150000,0,7906,37,100770
18000,9.99,1,40000,0,7541,23,21051
1500,16.55,1,44000,0,6080,41,90086
10000,13.33,10,120000,5,9854,25,11102
15000,6.89,2,52000,0,5045,23,27105
25000,6.24,1,79700,0,6202,39,74489
14000,13.33,1,62000,0,7816,25,49095
9000,18.25,9,54000,0,2488,13,75562
3500,11.53,2,53000,0,8059,16,22208
15400,15.61,10,50000,0,4010,9,33219
6025,14.65,1,45000,1,4772,24,47118
13000,8.18,5,105000,0,5989,29,21859
4350,11.99,10,65000,0,12533,31,5098
8000,11.99,0,27932,0,6355,26,11415
24000,23.99,3,82000,0,4102,27,103326
25000,7.89,10,250000,0,7663,82,164841
2400,8.18,4,31000,8,3614,21,33799
8000,15.61,0,27707.52,0,5318,17,43731
25000,16.55,1,75000,0,7024,28,58875
24275,17.86,3,174000,1,7875,46,154383
20000,9.17,3,65000,0,3311,25,114467
20000,13.18,7,90000,1,8605,29,77161
15000,9.99,10,65000,0,6383,24,33452
6000,9.99,0,50000,0,6932,31,16138
4000,15.61,2,52900,0,10950,32,10265
15000,9.99,7,86000,0,11558,34,60802
21600,13.33,1,160000,1,8332,28,118046
22000,16.55,8,52000,0,4344,16,29292
12000,12.99,10,60000,0,3127,13,11427
12000,11.53,10,135000,1,11042,33,63445
32000,25.57,8,100000,1,7297,31,69304
9800,14.65,10,35300,0,5075,24,16534
10000,9.49,2,50000,0,4710,22,41138
28000,6.89,10,110000,0,8089,60,35358
18350,14.99,7,40000,0,7144,19,56523
10000,7.89,1,117000,0,7024,37,81449
7675,13.99,8,137000,0,7602,43,102498
14000,6.39,4,55000,0,5318,41,47376
6000,7.89,5,47000,0,9793,30,36026
18000,9.17,4,125000,0,13872,23,95890
5300,6.92,3,60000,0,5502,24,39535
18500,10.99,10,88000,0,6748,37,61349
15000,9.17,10,120000,0,2761,15,28082
18000,17.86,2,55000,3,5198,27,59235
7000,11.53,2,85000,0,7450,40,312628
5600,13.33,9,29900,2,8089,17,11292
25000,6.24,10,65000,1,6506,48,63401
25900,7.89,10,130000,0,10463,26,56939
10075,19.99,0,24000,1,8362,21,12452
13200,18.55,2,36688,0,1850,7,5419
25000,15.61,2,80000,1,7419,19,15260
11700,17.86,8,31000,0,3918,30,31897
25000,10.99,2,150000,1,6263,17,48791
12875,15.77,2,70000,0,5989,36,34940
8400,8.18,3,29991,0,4710,12,10451
12000,11.53,5,55000,0,3767,25,47091
6000,14.65,8,40000,0,6294,26,6360
23975,11.53,10,47990,0,13629,16,52237
19750,17.86,8,45000,0,3096,14,26186
16000,7.89,5,120000,0,5014,14,13872
2500,15.61,10,56000,0,4772,15,34741
9000,6.89,5,50000,0,3826,16,18445
18000,9.99,10,75000,0,8332,35,70773
8000,13.33,5,22329,0,3127,10,22278
6575,15.61,7,70000,2,8940,29,54973
18000,9.17,1,52000,0,12258,22,57656
24000,7.89,4,100000,0,5440,16,19919
22000,6.03,7,120000,0,9185,39,80281
22000,18.25,8,55000,1,2396,19,19586
7200,9.17,2,50000,1,5228,9,5715
10000,6.24,3,55000,0,4436,22,16482
15000,12.69,7,84000,0,6324,23,22650
10000,13.33,10,60000,0,6080,18,7294
3000,14.65,10,28000,0,6202,12,12921
24000,5.32,3,125000,0,4436,12,38265
